"Klasse";"Jahrgang";"AG_Erasmus+_FachKrz";"AG_Erasmus+_ZeugnisBez";"AG_Erasmus+_Kurs";"AG_Gartenbau_FachKrz";"AG_Gartenbau_ZeugnisBez";"AG_Gartenbau_Kurs";"AG_Rechtskunde_FachKrz";"AG_Rechtskunde_ZeugnisBez";"AG_Rechtskunde_Kurs";"BI_FachKrz";"BI_ZeugnisBez";"BI_Kurs";"CH_FachKrz";"CH_ZeugnisBez";"CH_Kurs";"D_FachKrz";"D_ZeugnisBez";"D_Kurs";"DF_FachKrz";"DF_ZeugnisBez";"DF_Kurs";"E_FachKrz";"E_ZeugnisBez";"E_Kurs";"EF_FachKrz";"EF_ZeugnisBez";"EF_Kurs";"EK_FachKrz";"EK_ZeugnisBez";"EK_Kurs";"ER_FachKrz";"ER_ZeugnisBez";"ER_Kurs";"FS_FachKrz";"FS_ZeugnisBez";"FS_Kurs";"GE_FachKrz";"GE_ZeugnisBez";"GE_Kurs";"HW_FachKrz";"HW_ZeugnisBez";"HW_Kurs";"IF_FachKrz";"IF_ZeugnisBez";"IF_Kurs";"KR_FachKrz";"KR_ZeugnisBez";"KR_Kurs";"KU_FachKrz";"KU_ZeugnisBez";"KU_Kurs";"M_FachKrz";"M_ZeugnisBez";"M_Kurs";"MF_FachKrz";"MF_ZeugnisBez";"MF_Kurs";"MU_FachKrz";"MU_ZeugnisBez";"MU_Kurs";"PH_FachKrz";"PH_ZeugnisBez";"PH_Kurs";"PK_FachKrz";"PK_ZeugnisBez";"PK_Kurs";"PP_FachKrz";"PP_ZeugnisBez";"PP_Kurs";"SOL_FachKrz";"SOL_ZeugnisBez";"SOL_Kurs";"SP_FachKrz";"SP_ZeugnisBez";"SP_Kurs";"SW_FachKrz";"SW_ZeugnisBez";"SW_Kurs";"TC_FachKrz";"TC_ZeugnisBez";"TC_Kurs";"TX_FachKrz";"TX_ZeugnisBez";"TX_Kurs"
"09D";"09";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"09KR1";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"";"";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"09SW";"";"";"";"";"";""
"09D";"09";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"09ER1";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"";"";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"09SW";"";"";"";"";"";""
"09D";"09";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"FS";"Französisch";"09FS";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"09KR1";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"";"";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"09D";"09";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"09NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"";"";"";"PP";"Praktische Philosophie";"09PP1";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"09D";"09";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"FS";"Französisch";"09FS";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"";"";"";"PP";"Praktische Philosophie";"09PP1";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"09D";"09";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"09ER1";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"09MUS";"PH";"Physik";"";"";"";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"09D";"09";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"09NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"";"";"";"PP";"Praktische Philosophie";"09PP1";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"09D";"09";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"09KR1";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"";"";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"09SW";"";"";"";"";"";""
"09D";"09";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"09NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"09KR1";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"";"";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"09D";"09";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"09ER1";"FS";"Französisch";"09FS";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"";"";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"09D";"09";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"FS";"Französisch";"09FS";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"";"";"";"PP";"Praktische Philosophie";"09PP1";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"09D";"09";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"";"";"";"PP";"Praktische Philosophie";"09PP1";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"09SW";"";"";"";"";"";""
"09D";"09";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"09ER1";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"";"";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"TC";"Technik";"09TC";"";"";""
"09D";"09";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"09NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"09KR1";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"";"";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"09D";"09";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"09NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"09ER1";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"";"";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"09D";"09";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"IF";"Informatik";"09INF_IF";"KR";"Katholische Religionslehre";"09KR1";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"";"";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"10KR2";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"10SW";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"10NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"10KR2";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"10ER2";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"TC";"Technik";"10TC";"";"";""
"10A";"10";"";"";"";"";"";"";"AG Rechtskunde";"Rechtskunde AG";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"FS";"Französisch";"10FS";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"10KR2";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"10ER2";"FS";"Französisch";"10FS";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"AG Rechtskunde";"Rechtskunde AG";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"10ER2";"";"";"";"GE";"Geschichte";"";"";"";"";"IF";"Informatik";"10INF_IF";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"10KR2";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"TC";"Technik";"10TC";"";"";""
"10A";"10";"";"";"";"";"";"";"AG Rechtskunde";"Rechtskunde AG";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"IF";"Informatik";"10INF_IF";"KR";"Katholische Religionslehre";"10KR2";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"AG Rechtskunde";"Rechtskunde AG";"";"BI";"Biologie";"10NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"10KR2";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"10KR2";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"10SW";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"10PP1";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"10SW";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"10ER2";"FS";"Französisch";"10FS";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"10KR2";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"10SW";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"10PP1";"";"";"";"SP";"Sport";"";"";"";"";"TC";"Technik";"10TC";"";"";""
"10A";"10";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"10ER2";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"TC";"Technik";"10TC";"";"";""
"10A";"10";"";"";"";"";"";"";"AG Rechtskunde";"Rechtskunde AG";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"10KR2";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"10SW";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"10PP1";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"10SW";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"10ER2";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"TC";"Technik";"10TC";"";"";""
"10A";"10";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"10NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"10KR2";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"AG Rechtskunde";"Rechtskunde AG";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"IF";"Informatik";"10INF_IF";"KR";"Katholische Religionslehre";"10KR2";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10A";"10";"AG Erasmus+";"AG Erasmus+";"";"";"";"";"AG Rechtskunde";"Rechtskunde AG";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"IF";"Informatik";"10INF_IF";"KR";"Katholische Religionslehre";"10KR2";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"";"";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"10PP1";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"10SW";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"10NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"10ER2";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"AG Rechtskunde";"Rechtskunde AG";"";"BI";"Biologie";"10NW_BI";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"10ER2";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"AG Rechtskunde";"Rechtskunde AG";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"IF";"Informatik";"10INF_IF";"KR";"Katholische Religionslehre";"10KR2";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10A";"10";"";"";"";"";"";"";"AG Rechtskunde";"Rechtskunde AG";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"10PP1";"";"";"";"SP";"Sport";"";"";"";"";"TC";"Technik";"10TC";"";"";""
"10A";"10";"";"";"";"";"";"";"AG Rechtskunde";"Rechtskunde AG";"";"";"";"";"CH";"Chemie";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"FS";"Französisch";"10FS";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"10KR2";"";"";"";"M";"Mathematik";"";"";"";"";"MU";"Musik";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10B";"10";"";"";"";"";"";"";"AG Rechtskunde";"Rechtskunde AG";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"10PP1";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"10SW";"";"";"";"";"";""
"10B";"10";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"FS";"Französisch";"10FS";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"10KR1";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10B";"10";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"10NW_BI";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"KR";"Katholische Religionslehre";"10KR1";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
"10B";"10";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"";"";"";"";"";"";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"PP";"Praktische Philosophie";"10PP1";"";"";"";"SP";"Sport";"";"SW";"Sozialwissenschaften";"10SW";"";"";"";"";"";""
"10B";"10";"";"";"";"";"";"";"";"";"";"BI";"Biologie";"";"";"";"";"D";"Deutsch";"";"";"";"";"E";"Englisch";"";"";"";"";"EK";"Erdkunde";"";"ER";"Evangelische Religionslehre";"10ER2";"FS";"Französisch";"10FS";"GE";"Geschichte";"";"";"";"";"";"";"";"";"";"";"KU";"Kunst";"";"M";"Mathematik";"";"";"";"";"";"";"";"PH";"Physik";"";"PK";"Politik";"";"";"";"";"";"";"";"SP";"Sport";"";"";"";"";"";"";"";"";"";""
